Customer_ID,Customer_Name,Gender,Age,Age_Group,City,State,Region,Customer_Segment,Customer_Since
C02479,Customer 02479,Female,58,51-60,Bhubaneswar,Odisha,East,Corporate,2023-09-19
C02480,Customer 02480,Female,37,31-40,Ranchi,Jharkhand,East,Corporate,2025-01-13
C02481,Customer 02481,Male,58,51-60,Hyderabad,Telangana,South,Consumer,2022-07-30
C02482,Customer 02482,Female,32,31-40,Hyderabad,Telangana,South,Small Business,2025-02-28
C02483,Customer 02483,Male,54,51-60,Lucknow,Uttar Pradesh,North,Corporate,2024-02-24
C02484,Customer 02484,Female,60,51-60,Patna,Bihar,East,Corporate,2024-08-27
C02485,Customer 02485,Male,21,21-30,Hyderabad,Telangana,South,Consumer,2023-03-20
C02486,Customer 02486,Male,30,21-30,Chandigarh,Chandigarh,North,Consumer,2024-08-31
C02487,Customer 02487,Female,25,21-30,Delhi,Delhi,North,Consumer,2022-10-08
C02488,Customer 02488,Female,51,51-60,Ahmedabad,Gujarat,West,Small Business,2023-09-12
C02489,Customer 02489,Male,56,51-60,Lucknow,Uttar Pradesh,North,Small Business,2024-02-12
C02490,Customer 02490,Female,43,41-50,Mumbai,Maharashtra,West,Small Business,2024-12-05
C02491,Customer 02491,Male,59,51-60,Patna,Bihar,East,Consumer,2022-12-07
C02492,Customer 02492,Male,48,41-50,Kolkata,West Bengal,East,Corporate,2024-06-23
C02493,Customer 02493,Female,28,21-30,Surat,Gujarat,West,Corporate,2024-06-10
C02494,Customer 02494,Male,22,21-30,Ranchi,Jharkhand,East,Small Business,2024-08-12
C02495,Customer 02495,Female,34,31-40,Ranchi,Jharkhand,East,Corporate,2025-02-20
C02496,Customer 02496,Female,44,41-50,Hyderabad,Telangana,South,Consumer,2022-01-22
C02497,Customer 02497,Female,44,41-50,Hyderabad,Telangana,South,Corporate,2023-02-04
C02498,Customer 02498,Female,42,41-50,Delhi,Delhi,North,Consumer,2024-01-26
C02499,Customer 02499,Male,59,51-60,Kolkata,West Bengal,East,Small Business,2022-03-10
C02500,Customer 02500,Female,46,41-50,Kolkata,West Bengal,East,Consumer,2023-06-03
C02501,Customer 02501,Male,57,51-60,Kolkata,West Bengal,East,Consumer,2024-08-22
C02502,Customer 02502,Female,32,31-40,Ahmedabad,Gujarat,West,Small Business,2025-01-22
C02503,Customer 02503,Male,44,41-50,Lucknow,Uttar Pradesh,North,Consumer,2025-06-09
C02504,Customer 02504,Male,29,21-30,Bengaluru,Karnataka,South,Consumer,2024-05-09
C02505,Customer 02505,Male,49,41-50,Lucknow,Uttar Pradesh,North,Corporate,2022-05-08
C02506,Customer 02506,Male,55,51-60,Patna,Bihar,East,Small Business,2023-02-02
C02507,Customer 02507,Female,41,41-50,Delhi,Delhi,North,Corporate,2022-12-13
C02508,Customer 02508,Male,46,41-50,Ranchi,Jharkhand,East,Small Business,2022-05-06
C02509,Customer 02509,Male,53,51-60,Chandigarh,Chandigarh,North,Consumer,2023-07-01
C02510,Customer 02510,Male,49,41-50,Chandigarh,Chandigarh,North,Consumer,2023-07-19
C02511,Customer 02511,Female,32,31-40,Hyderabad,Telangana,South,Corporate,2022-01-07
C02512,Customer 02512,Female,56,51-60,Bhubaneswar,Odisha,East,Small Business,2022-08-30
C02513,Customer 02513,Female,57,51-60,Patna,Bihar,East,Corporate,2022-06-26
C02514,Customer 02514,Male,28,21-30,Ahmedabad,Gujarat,West,Consumer,2023-01-09
C02515,Customer 02515,Male,41,41-50,Chandigarh,Chandigarh,North,Corporate,2025-07-07
C02516,Customer 02516,Male,21,21-30,Delhi,Delhi,North,Consumer,2024-02-07
C02517,Customer 02517,Male,36,31-40,Ahmedabad,Gujarat,West,Small Business,2023-01-27
C02518,Customer 02518,Female,24,21-30,Bengaluru,Karnataka,South,Small Business,2023-08-11
C02519,Customer 02519,Female,29,21-30,Chennai,Tamil Nadu,South,Corporate,2023-10-09
C02520,Customer 02520,Male,33,31-40,Pune,Maharashtra,West,Small Business,2023-02-13
C02521,Customer 02521,Female,37,31-40,Chennai,Tamil Nadu,South,Corporate,2024-06-19
C02522,Customer 02522,Male,52,51-60,Kolkata,West Bengal,East,Small Business,2025-03-31
C02523,Customer 02523,Female,54,51-60,Ranchi,Jharkhand,East,Small Business,2025-07-16
C02524,Customer 02524,Male,58,51-60,Chennai,Tamil Nadu,South,Small Business,2022-11-15
C02525,Customer 02525,Female,43,41-50,Hyderabad,Telangana,South,Corporate,2023-08-15
C02526,Customer 02526,Female,53,51-60,Hyderabad,Telangana,South,Corporate,2023-07-05
C02527,Customer 02527,Male,37,31-40,Chandigarh,Chandigarh,North,Consumer,2024-08-15
C02528,Customer 02528,Male,28,21-30,Kolkata,West Bengal,East,Corporate,2025-07-16
C02529,Customer 02529,Female,29,21-30,Chennai,Tamil Nadu,South,Small Business,2025-04-16
C02530,Customer 02530,Female,57,51-60,Patna,Bihar,East,Small Business,2025-04-20
C02531,Customer 02531,Female,27,21-30,Jaipur,Rajasthan,North,Corporate,2024-01-05
C02532,Customer 02532,Male,47,41-50,Delhi,Delhi,North,Small Business,2023-11-17
C02533,Customer 02533,Male,32,31-40,Patna,Bihar,East,Small Business,2023-09-20
C02534,Customer 02534,Female,55,51-60,Chennai,Tamil Nadu,South,Consumer,2022-02-14
C02535,Customer 02535,Female,58,51-60,Ahmedabad,Gujarat,West,Corporate,2024-06-09
C02536,Customer 02536,Female,36,31-40,Mumbai,Maharashtra,West,Small Business,2024-02-04
C02537,Customer 02537,Female,46,41-50,Patna,Bihar,East,Small Business,2022-03-24
C02538,Customer 02538,Male,47,41-50,Kochi,Kerala,South,Small Business,2023-07-06
C02539,Customer 02539,Male,31,31-40,Mumbai,Maharashtra,West,Corporate,2022-12-07
C02540,Customer 02540,Male,57,51-60,Bhubaneswar,Odisha,East,Consumer,2022-09-24
C02541,Customer 02541,Male,26,21-30,Patna,Bihar,East,Small Business,2022-10-17
C02542,Customer 02542,Female,46,41-50,Ranchi,Jharkhand,East,Consumer,2024-08-01
C02543,Customer 02543,Male,33,31-40,Delhi,Delhi,North,Consumer,2023-09-10
C02544,Customer 02544,Male,32,31-40,Bhubaneswar,Odisha,East,Consumer,2023-02-21
C02545,Customer 02545,Male,36,31-40,Pune,Maharashtra,West,Consumer,2025-02-11
C02546,Customer 02546,Male,51,51-60,Ranchi,Jharkhand,East,Consumer,2023-12-07
C02547,Customer 02547,Female,56,51-60,Lucknow,Uttar Pradesh,North,Corporate,2024-03-18
C02548,Customer 02548,Female,45,41-50,Hyderabad,Telangana,South,Small Business,2023-05-13
C02549,Customer 02549,Female,29,21-30,Lucknow,Uttar Pradesh,North,Small Business,2022-10-01
C02550,Customer 02550,Female,39,31-40,Mumbai,Maharashtra,West,Corporate,2024-05-19
C02551,Customer 02551,Male,43,41-50,Mumbai,Maharashtra,West,Small Business,2025-04-16
C02552,Customer 02552,Male,59,51-60,Delhi,Delhi,North,Consumer,2023-04-27
C02553,Customer 02553,Female,42,41-50,Ranchi,Jharkhand,East,Corporate,2022-01-04
C02554,Customer 02554,Male,35,31-40,Mumbai,Maharashtra,West,Consumer,2024-10-20
C02555,Customer 02555,Male,34,31-40,Hyderabad,Telangana,South,Small Business,2024-06-10
C02556,Customer 02556,Female,45,41-50,Chandigarh,Chandigarh,North,Corporate,2023-01-04
C02557,Customer 02557,Male,39,31-40,Pune,Maharashtra,West,Small Business,2024-03-03
C02558,Customer 02558,Male,37,31-40,Surat,Gujarat,West,Small Business,2023-01-03
C02559,Customer 02559,Female,54,51-60,Chennai,Tamil Nadu,South,Consumer,2024-08-10
C02560,Customer 02560,Female,27,21-30,Chandigarh,Chandigarh,North,Corporate,2024-04-08
C02561,Customer 02561,Male,41,41-50,Delhi,Delhi,North,Consumer,2025-03-22
C02562,Customer 02562,Female,21,21-30,Mumbai,Maharashtra,West,Small Business,2024-04-02
C02563,Customer 02563,Male,40,31-40,Pune,Maharashtra,West,Small Business,2023-06-14
C02564,Customer 02564,Female,53,51-60,Lucknow,Uttar Pradesh,North,Small Business,2024-08-27
C02565,Customer 02565,Female,28,21-30,Patna,Bihar,East,Consumer,2024-05-18
C02566,Customer 02566,Male,30,21-30,Mumbai,Maharashtra,West,Consumer,2023-11-22
C02567,Customer 02567,Male,53,51-60,Kolkata,West Bengal,East,Corporate,2024-07-20
C02568,Customer 02568,Male,50,41-50,Pune,Maharashtra,West,Small Business,2022-03-23
C02569,Customer 02569,Female,50,41-50,Lucknow,Uttar Pradesh,North,Small Business,2022-04-13
C02570,Customer 02570,Female,48,41-50,Ranchi,Jharkhand,East,Small Business,2023-08-30
C02571,Customer 02571,Female,32,31-40,Delhi,Delhi,North,Small Business,2024-01-01
C02572,Customer 02572,Male,49,41-50,Pune,Maharashtra,West,Small Business,2023-09-02
C02573,Customer 02573,Male,43,41-50,Jaipur,Rajasthan,North,Corporate,2022-03-16
C02574,Customer 02574,Male,32,31-40,Mumbai,Maharashtra,West,Consumer,2024-12-31
C02575,Customer 02575,Male,30,21-30,Lucknow,Uttar Pradesh,North,Corporate,2024-10-07
C02576,Customer 02576,Female,43,41-50,Pune,Maharashtra,West,Small Business,2025-06-18
C02577,Customer 02577,Female,23,21-30,Kochi,Kerala,South,Consumer,2023-10-31
C02578,Customer 02578,Male,30,21-30,Ranchi,Jharkhand,East,Corporate,2022-07-27
C02579,Customer 02579,Male,42,41-50,Mumbai,Maharashtra,West,Corporate,2023-09-11
C02580,Customer 02580,Female,22,21-30,Pune,Maharashtra,West,Consumer,2023-06-11
C02581,Customer 02581,Female,28,21-30,Chandigarh,Chandigarh,North,Consumer,2025-03-15
C02582,Customer 02582,Female,60,51-60,Kolkata,West Bengal,East,Corporate,2025-01-09
C02583,Customer 02583,Male,44,41-50,Kochi,Kerala,South,Corporate,2024-08-26
C02584,Customer 02584,Female,38,31-40,Hyderabad,Telangana,South,Corporate,2023-01-16
C02585,Customer 02585,Male,59,51-60,Kolkata,West Bengal,East,Small Business,2023-01-07
C02586,Customer 02586,Female,21,21-30,Bhubaneswar,Odisha,East,Small Business,2023-03-01
C02587,Customer 02587,Female,29,21-30,Delhi,Delhi,North,Small Business,2023-07-01
C02588,Customer 02588,Female,27,21-30,Ahmedabad,Gujarat,West,Consumer,2023-04-06
C02589,Customer 02589,Female,35,31-40,Delhi,Delhi,North,Consumer,2025-06-06
C02590,Customer 02590,Female,58,51-60,Bhubaneswar,Odisha,East,Small Business,2025-07-24
C02591,Customer 02591,Female,51,51-60,Patna,Bihar,East,Corporate,2022-01-26
C02592,Customer 02592,Female,41,41-50,Patna,Bihar,East,Small Business,2024-06-29
C02593,Customer 02593,Female,52,51-60,Bengaluru,Karnataka,South,Consumer,2024-12-26
C02594,Customer 02594,Female,37,31-40,Chennai,Tamil Nadu,South,Small Business,2022-03-08
C02595,Customer 02595,Female,56,51-60,Chandigarh,Chandigarh,North,Small Business,2022-06-20
C02596,Customer 02596,Female,40,31-40,Hyderabad,Telangana,South,Small Business,2023-10-08
C02597,Customer 02597,Female,22,21-30,Ahmedabad,Gujarat,West,Consumer,2025-07-03
C02598,Customer 02598,Female,57,51-60,Chennai,Tamil Nadu,South,Small Business,2024-04-30
C02599,Customer 02599,Female,56,51-60,Delhi,Delhi,North,Corporate,2024-10-02
C02600,Customer 02600,Female,55,51-60,Kochi,Kerala,South,Consumer,2024-02-15
C02601,Customer 02601,Male,46,41-50,Lucknow,Uttar Pradesh,North,Consumer,2023-03-09
C02602,Customer 02602,Female,32,31-40,Lucknow,Uttar Pradesh,North,Consumer,2024-04-01
C02603,Customer 02603,Female,34,31-40,Pune,Maharashtra,West,Small Business,2025-05-12
C02604,Customer 02604,Female,44,41-50,Kolkata,West Bengal,East,Corporate,2022-08-05
C02605,Customer 02605,Female,35,31-40,Patna,Bihar,East,Small Business,2024-10-10
C02606,Customer 02606,Female,49,41-50,Ahmedabad,Gujarat,West,Consumer,2022-12-30
C02607,Customer 02607,Female,21,21-30,Mumbai,Maharashtra,West,Corporate,2023-11-16
C02608,Customer 02608,Male,27,21-30,Ahmedabad,Gujarat,West,Small Business,2025-04-03
C02609,Customer 02609,Female,47,41-50,Pune,Maharashtra,West,Consumer,2022-03-01
C02610,Customer 02610,Male,60,51-60,Kochi,Kerala,South,Corporate,2024-10-27
C02611,Customer 02611,Female,22,21-30,Chandigarh,Chandigarh,North,Small Business,2025-06-02
C02612,Customer 02612,Male,57,51-60,Kochi,Kerala,South,Corporate,2024-08-24
C02613,Customer 02613,Female,22,21-30,Chandigarh,Chandigarh,North,Corporate,2025-05-16
C02614,Customer 02614,Male,31,31-40,Mumbai,Maharashtra,West,Small Business,2024-01-26
C02615,Customer 02615,Male,51,51-60,Kochi,Kerala,South,Corporate,2023-02-14
C02616,Customer 02616,Male,39,31-40,Patna,Bihar,East,Consumer,2022-03-05
C02617,Customer 02617,Female,50,41-50,Hyderabad,Telangana,South,Consumer,2025-05-20
C02618,Customer 02618,Male,32,31-40,Ahmedabad,Gujarat,West,Small Business,2024-10-21
C02619,Customer 02619,Female,31,31-40,Lucknow,Uttar Pradesh,North,Consumer,2024-08-04
C02620,Customer 02620,Male,23,21-30,Chandigarh,Chandigarh,North,Corporate,2024-04-12
C02621,Customer 02621,Female,25,21-30,Surat,Gujarat,West,Small Business,2023-06-17
C02622,Customer 02622,Male,49,41-50,Lucknow,Uttar Pradesh,North,Small Business,2022-05-03
C02623,Customer 02623,Female,23,21-30,Bhubaneswar,Odisha,East,Small Business,2024-03-29
C02624,Customer 02624,Female,28,21-30,Ahmedabad,Gujarat,West,Consumer,2022-10-26
C02625,Customer 02625,Male,31,31-40,Kolkata,West Bengal,East,Small Business,2024-04-25
C02626,Customer 02626,Male,36,31-40,Patna,Bihar,East,Small Business,2023-03-07
C02627,Customer 02627,Male,42,41-50,Kolkata,West Bengal,East,Corporate,2022-06-01
C02628,Customer 02628,Female,36,31-40,Ahmedabad,Gujarat,West,Small Business,2023-12-03
C02629,Customer 02629,Female,42,41-50,Bhubaneswar,Odisha,East,Small Business,2023-06-13
C02630,Customer 02630,Male,29,21-30,Kolkata,West Bengal,East,Consumer,2024-12-04
C02631,Customer 02631,Male,35,31-40,Bhubaneswar,Odisha,East,Small Business,2025-02-28
C02632,Customer 02632,Female,40,31-40,Ranchi,Jharkhand,East,Corporate,2022-11-21
C02633,Customer 02633,Female,49,41-50,Bhubaneswar,Odisha,East,Corporate,2023-08-27
C02634,Customer 02634,Male,30,21-30,Bengaluru,Karnataka,South,Corporate,2023-08-22
C02635,Customer 02635,Female,35,31-40,Mumbai,Maharashtra,West,Consumer,2023-03-10
C02636,Customer 02636,Male,58,51-60,Bhubaneswar,Odisha,East,Consumer,2023-06-16
C02637,Customer 02637,Female,51,51-60,Ranchi,Jharkhand,East,Corporate,2022-12-15
C02638,Customer 02638,Male,58,51-60,Ranchi,Jharkhand,East,Corporate,2023-10-06
C02639,Customer 02639,Female,52,51-60,Ranchi,Jharkhand,East,Corporate,2022-12-13
C02640,Customer 02640,Male,51,51-60,Surat,Gujarat,West,Small Business,2022-01-30
C02641,Customer 02641,Female,35,31-40,Chandigarh,Chandigarh,North,Small Business,2023-02-27
C02642,Customer 02642,Male,38,31-40,Kochi,Kerala,South,Corporate,2022-09-02
C02643,Customer 02643,Female,52,51-60,Hyderabad,Telangana,South,Small Business,2025-03-12
C02644,Customer 02644,Male,33,31-40,Delhi,Delhi,North,Small Business,2022-03-09
C02645,Customer 02645,Male,42,41-50,Mumbai,Maharashtra,West,Corporate,2022-05-18
C02646,Customer 02646,Male,24,21-30,Kolkata,West Bengal,East,Small Business,2025-03-06
C02647,Customer 02647,Male,37,31-40,Kochi,Kerala,South,Corporate,2023-01-10
C02648,Customer 02648,Male,50,41-50,Kochi,Kerala,South,Consumer,2022-03-24
C02649,Customer 02649,Female,26,21-30,Kolkata,West Bengal,East,Corporate,2023-01-25
C02650,Customer 02650,Male,54,51-60,Chandigarh,Chandigarh,North,Small Business,2022-05-05
C02651,Customer 02651,Male,36,31-40,Hyderabad,Telangana,South,Corporate,2025-04-05
C02652,Customer 02652,Female,27,21-30,Surat,Gujarat,West,Corporate,2022-04-15
C02653,Customer 02653,Male,33,31-40,Patna,Bihar,East,Small Business,2022-08-27
C02654,Customer 02654,Male,51,51-60,Ahmedabad,Gujarat,West,Consumer,2022-07-24
C02655,Customer 02655,Female,40,31-40,Hyderabad,Telangana,South,Corporate,2022-01-20
C02656,Customer 02656,Male,49,41-50,Pune,Maharashtra,West,Corporate,2023-02-03
C02657,Customer 02657,Male,37,31-40,Ahmedabad,Gujarat,West,Small Business,2025-05-16
C02658,Customer 02658,Female,32,31-40,Kolkata,West Bengal,East,Small Business,2024-11-04
C02659,Customer 02659,Female,40,31-40,Surat,Gujarat,West,Small Business,2024-12-25
C02660,Customer 02660,Female,38,31-40,Kochi,Kerala,South,Corporate,2025-02-23
C02661,Customer 02661,Female,28,21-30,Bhubaneswar,Odisha,East,Consumer,2024-09-25
C02662,Customer 02662,Female,53,51-60,Delhi,Delhi,North,Small Business,2024-10-12
C02663,Customer 02663,Male,25,21-30,Chennai,Tamil Nadu,South,Small Business,2023-09-16
C02664,Customer 02664,Female,42,41-50,Lucknow,Uttar Pradesh,North,Corporate,2025-01-08
C02665,Customer 02665,Male,27,21-30,Chennai,Tamil Nadu,South,Consumer,2023-03-13
C02666,Customer 02666,Female,41,41-50,Bhubaneswar,Odisha,East,Corporate,2024-08-24
C02667,Customer 02667,Female,60,51-60,Lucknow,Uttar Pradesh,North,Consumer,2025-03-15
C02668,Customer 02668,Female,31,31-40,Bengaluru,Karnataka,South,Consumer,2024-03-22
C02669,Customer 02669,Male,60,51-60,Chennai,Tamil Nadu,South,Corporate,2022-11-18
C02670,Customer 02670,Female,59,51-60,Patna,Bihar,East,Small Business,2023-07-06
C02671,Customer 02671,Female,51,51-60,Kochi,Kerala,South,Small Business,2024-01-30
C02672,Customer 02672,Female,42,41-50,Bengaluru,Karnataka,South,Corporate,2023-12-26
C02673,Customer 02673,Female,40,31-40,Patna,Bihar,East,Small Business,2025-02-27
C02674,Customer 02674,Female,21,21-30,Mumbai,Maharashtra,West,Small Business,2022-04-24
C02675,Customer 02675,Female,29,21-30,Pune,Maharashtra,West,Small Business,2023-07-16
C02676,Customer 02676,Male,34,31-40,Delhi,Delhi,North,Corporate,2023-06-09
C02677,Customer 02677,Female,22,21-30,Bhubaneswar,Odisha,East,Small Business,2024-05-25
C02678,Customer 02678,Female,56,51-60,Mumbai,Maharashtra,West,Corporate,2023-02-13
C02679,Customer 02679,Female,38,31-40,Hyderabad,Telangana,South,Consumer,2022-06-02
C02680,Customer 02680,Male,41,41-50,Kochi,Kerala,South,Corporate,2024-09-09
C02681,Customer 02681,Male,45,41-50,Surat,Gujarat,West,Corporate,2024-09-24
C02682,Customer 02682,Female,59,51-60,Kochi,Kerala,South,Corporate,2024-02-08
C02683,Customer 02683,Male,24,21-30,Jaipur,Rajasthan,North,Corporate,2023-12-03
C02684,Customer 02684,Female,49,41-50,Kolkata,West Bengal,East,Small Business,2022-08-16
C02685,Customer 02685,Male,25,21-30,Surat,Gujarat,West,Small Business,2024-04-27
C02686,Customer 02686,Male,58,51-60,Bengaluru,Karnataka,South,Small Business,2025-03-21
C02687,Customer 02687,Male,49,41-50,Hyderabad,Telangana,South,Consumer,2023-11-03
C02688,Customer 02688,Female,22,21-30,Kolkata,West Bengal,East,Consumer,2022-05-20
C02689,Customer 02689,Female,49,41-50,Patna,Bihar,East,Corporate,2023-03-16
C02690,Customer 02690,Female,50,41-50,Chennai,Tamil Nadu,South,Consumer,2024-08-01
C02691,Customer 02691,Female,33,31-40,Ranchi,Jharkhand,East,Corporate,2023-06-15
C02692,Customer 02692,Male,29,21-30,Kolkata,West Bengal,East,Consumer,2024-04-21
C02693,Customer 02693,Female,52,51-60,Pune,Maharashtra,West,Consumer,2024-12-18
C02694,Customer 02694,Female,22,21-30,Jaipur,Rajasthan,North,Corporate,2024-06-14
C02695,Customer 02695,Female,55,51-60,Jaipur,Rajasthan,North,Small Business,2023-08-02
C02696,Customer 02696,Male,25,21-30,Patna,Bihar,East,Corporate,2022-07-08
C02697,Customer 02697,Male,53,51-60,Lucknow,Uttar Pradesh,North,Consumer,2025-03-21
C02698,Customer 02698,Male,25,21-30,Ahmedabad,Gujarat,West,Corporate,2024-06-01
C02699,Customer 02699,Female,49,41-50,Kolkata,West Bengal,East,Corporate,2022-11-08
C02700,Customer 02700,Male,32,31-40,Patna,Bihar,East,Corporate,2025-03-24
C02701,Customer 02701,Female,54,51-60,Patna,Bihar,East,Corporate,2024-06-04
C02702,Customer 02702,Female,57,51-60,Delhi,Delhi,North,Small Business,2022-01-14
C02703,Customer 02703,Male,21,21-30,Mumbai,Maharashtra,West,Consumer,2023-10-23
C02704,Customer 02704,Male,37,31-40,Pune,Maharashtra,West,Consumer,2025-04-11
C02705,Customer 02705,Female,33,31-40,Patna,Bihar,East,Corporate,2023-12-28
C02706,Customer 02706,Male,30,21-30,Bengaluru,Karnataka,South,Consumer,2023-09-24
C02707,Customer 02707,Male,22,21-30,Chennai,Tamil Nadu,South,Corporate,2025-05-17
C02708,Customer 02708,Male,55,51-60,Jaipur,Rajasthan,North,Small Business,2022-05-22
C02709,Customer 02709,Female,35,31-40,Patna,Bihar,East,Corporate,2023-03-04
C02710,Customer 02710,Female,31,31-40,Hyderabad,Telangana,South,Small Business,2023-07-10
C02711,Customer 02711,Male,43,41-50,Kochi,Kerala,South,Consumer,2022-10-09
C02712,Customer 02712,Male,45,41-50,Ahmedabad,Gujarat,West,Consumer,2024-06-28
C02713,Customer 02713,Female,24,21-30,Hyderabad,Telangana,South,Small Business,2024-06-17
C02714,Customer 02714,Male,34,31-40,Mumbai,Maharashtra,West,Small Business,2025-04-23
C02715,Customer 02715,Male,32,31-40,Lucknow,Uttar Pradesh,North,Corporate,2025-03-30
C02716,Customer 02716,Male,34,31-40,Lucknow,Uttar Pradesh,North,Consumer,2024-09-28
C02717,Customer 02717,Female,47,41-50,Ranchi,Jharkhand,East,Consumer,2023-03-07
C02718,Customer 02718,Female,51,51-60,Chandigarh,Chandigarh,North,Small Business,2024-11-07
C02719,Customer 02719,Female,22,21-30,Lucknow,Uttar Pradesh,North,Consumer,2024-02-18
C02720,Customer 02720,Female,27,21-30,Pune,Maharashtra,West,Small Business,2024-01-09
C02721,Customer 02721,Male,48,41-50,Bhubaneswar,Odisha,East,Corporate,2023-09-08
C02722,Customer 02722,Male,45,41-50,Kochi,Kerala,South,Small Business,2022-02-02
C02723,Customer 02723,Female,23,21-30,Kolkata,West Bengal,East,Consumer,2023-05-25
C02724,Customer 02724,Male,29,21-30,Chennai,Tamil Nadu,South,Corporate,2022-11-15
C02725,Customer 02725,Female,23,21-30,Bengaluru,Karnataka,South,Consumer,2025-05-06
C02726,Customer 02726,Female,44,41-50,Hyderabad,Telangana,South,Corporate,2024-04-29
C02727,Customer 02727,Female,32,31-40,Chennai,Tamil Nadu,South,Consumer,2024-11-28
C02728,Customer 02728,Male,44,41-50,Bengaluru,Karnataka,South,Consumer,2022-11-29
C02729,Customer 02729,Female,34,31-40,Delhi,Delhi,North,Small Business,2024-04-06
C02730,Customer 02730,Female,60,51-60,Ranchi,Jharkhand,East,Small Business,2022-02-28
C02731,Customer 02731,Female,22,21-30,Delhi,Delhi,North,Small Business,2022-03-12
C02732,Customer 02732,Female,23,21-30,Bengaluru,Karnataka,South,Corporate,2024-02-12
C02733,Customer 02733,Male,27,21-30,Chennai,Tamil Nadu,South,Consumer,2023-12-16
C02734,Customer 02734,Male,47,41-50,Kochi,Kerala,South,Consumer,2022-08-19
C02735,Customer 02735,Female,47,41-50,Surat,Gujarat,West,Corporate,2024-06-20
C02736,Customer 02736,Male,40,31-40,Bengaluru,Karnataka,South,Small Business,2024-08-19
C02737,Customer 02737,Male,41,41-50,Kolkata,West Bengal,East,Corporate,2025-01-10
C02738,Customer 02738,Male,51,51-60,Ranchi,Jharkhand,East,Small Business,2025-03-15
C02739,Customer 02739,Male,35,31-40,Hyderabad,Telangana,South,Corporate,2022-09-23
C02740,Customer 02740,Male,26,21-30,Bengaluru,Karnataka,South,Corporate,2022-07-14
C02741,Customer 02741,Female,60,51-60,Mumbai,Maharashtra,West,Consumer,2023-05-27
C02742,Customer 02742,Female,32,31-40,Kochi,Kerala,South,Corporate,2023-09-09
C02743,Customer 02743,Female,58,51-60,Patna,Bihar,East,Corporate,2024-11-24
C02744,Customer 02744,Male,41,41-50,Kolkata,West Bengal,East,Small Business,2024-02-07
C02745,Customer 02745,Male,45,41-50,Bengaluru,Karnataka,South,Corporate,2022-04-09
C02746,Customer 02746,Male,21,21-30,Hyderabad,Telangana,South,Consumer,2025-07-23
C02747,Customer 02747,Male,31,31-40,Jaipur,Rajasthan,North,Small Business,2023-10-23
C02748,Customer 02748,Female,51,51-60,Delhi,Delhi,North,Small Business,2023-01-20
C02749,Customer 02749,Female,34,31-40,Mumbai,Maharashtra,West,Small Business,2025-06-26
C02750,Customer 02750,Female,28,21-30,Kolkata,West Bengal,East,Corporate,2023-07-27
C02751,Customer 02751,Female,32,31-40,Patna,Bihar,East,Small Business,2023-11-30
C02752,Customer 02752,Female,27,21-30,Surat,Gujarat,West,Corporate,2023-12-03
C02753,Customer 02753,Male,44,41-50,Kolkata,West Bengal,East,Small Business,2022-02-22
C02754,Customer 02754,Male,35,31-40,Bengaluru,Karnataka,South,Small Business,2022-08-16
C02755,Customer 02755,Female,29,21-30,Lucknow,Uttar Pradesh,North,Small Business,2023-09-21
C02756,Customer 02756,Female,56,51-60,Ahmedabad,Gujarat,West,Consumer,2024-10-30
C02757,Customer 02757,Female,53,51-60,Chennai,Tamil Nadu,South,Consumer,2022-10-18
C02758,Customer 02758,Male,33,31-40,Kochi,Kerala,South,Corporate,2023-12-26
C02759,Customer 02759,Male,55,51-60,Bengaluru,Karnataka,South,Small Business,2025-01-09
C02760,Customer 02760,Male,44,41-50,Kochi,Kerala,South,Consumer,2022-07-25
C02761,Customer 02761,Male,30,21-30,Chennai,Tamil Nadu,South,Corporate,2025-06-02
C02762,Customer 02762,Male,38,31-40,Pune,Maharashtra,West,Consumer,2024-03-31
C02763,Customer 02763,Female,54,51-60,Bhubaneswar,Odisha,East,Small Business,2024-09-02
C02764,Customer 02764,Female,29,21-30,Ahmedabad,Gujarat,West,Corporate,2023-09-07
C02765,Customer 02765,Male,37,31-40,Delhi,Delhi,North,Corporate,2025-02-12
C02766,Customer 02766,Male,60,51-60,Bhubaneswar,Odisha,East,Corporate,2022-05-17
C02767,Customer 02767,Female,29,21-30,Jaipur,Rajasthan,North,Consumer,2024-09-11
C02768,Customer 02768,Male,46,41-50,Chennai,Tamil Nadu,South,Consumer,2024-05-08
C02769,Customer 02769,Male,36,31-40,Mumbai,Maharashtra,West,Small Business,2022-05-25
C02770,Customer 02770,Female,29,21-30,Kochi,Kerala,South,Small Business,2022-09-10
C02771,Customer 02771,Male,49,41-50,Bengaluru,Karnataka,South,Consumer,2023-07-19
C02772,Customer 02772,Male,28,21-30,Patna,Bihar,East,Corporate,2023-09-30
C02773,Customer 02773,Female,35,31-40,Lucknow,Uttar Pradesh,North,Corporate,2024-06-16
C02774,Customer 02774,Male,55,51-60,Bhubaneswar,Odisha,East,Corporate,2025-06-03
C02775,Customer 02775,Male,25,21-30,Ahmedabad,Gujarat,West,Corporate,2023-12-01
C02776,Customer 02776,Male,45,41-50,Kolkata,West Bengal,East,Small Business,2022-08-20
C02777,Customer 02777,Female,58,51-60,Ahmedabad,Gujarat,West,Consumer,2024-09-24
C02778,Customer 02778,Male,54,51-60,Bhubaneswar,Odisha,East,Consumer,2022-07-01
C02779,Customer 02779,Male,52,51-60,Ranchi,Jharkhand,East,Corporate,2024-06-04
